link,views,id
https://www.tiktok.com/@gunungapipurba/video/7169556639677222170,990,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7169220257708657946,656,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7168815631498759451,1474,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7168100730610453786,1487,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7168074181396008219,776,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7167900166769478939,5686,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7167682423294037274,2818,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7167221564642069787,5206,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7167209686121467163,1428,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7166940492142316826,988,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7166936039926402331,3038,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7160947371667426586,934,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7159132567554297114,1028,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7121006563258551578,1284,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7117221588851903770,1628,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7116728620298620186,4063,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7115676123110919451,835,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7115665803340565786,1934,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7115594633681325339,2323,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7115250576350301466,1019,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7115039468238802203,3126,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7114816710577818906,1869,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7114527932596423963,813,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7114277443426323738,1308,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7114155832165682458,821,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7113848532498402587,498,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/6957242245804231937,313,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/6939671424747523330,521,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/6923867155121310977,323,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/6923776545823804674,454,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/6921908631910894850,306,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/6917826229609696514,328,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/6845029633344195842,472,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/6844135674698878210,357,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/6844075417196956930,316,gunungapipurba
